CustomerID,Recency,Frequency,Revenue,Profile
16722.0,16,225,4730.81,Low Profile
14667.0,10,567,9175.04,Low Profile
16710.0,18,394,2467.99,Low Profile
15984.0,2,258,2780.63,Low Profile
17068.0,11,296,4552.14,Low Profile
15356.0,30,499,2718.03,Low Profile
17191.0,27,236,2093.68,Low Profile
15194.0,2,310,7616.53,Low Profile
17218.0,3,271,1951.97,Low Profile
17450.0,7,336,194390.79,Low Profile
17091.0,2,195,3827.76,Low Profile
12681.0,14,638,13787.54,Low Profile
17735.0,1,690,13110.02,Low Profile
14733.0,15,202,9585.91,Low Profile
13488.0,16,422,8968.31,Low Profile
17675.0,0,705,20374.28,Low Profile
16904.0,3,665,3653.75,Low Profile
15858.0,15,188,1427.57,Medium Profile
17419.0,10,206,4226.57,Low Profile
12839.0,2,314,5591.42,Low Profile
18102.0,0,431,259657.3,Low Profile
17870.0,1,270,1865.89,Low Profile
13078.0,2,358,12627.94,Low Profile
13267.0,2,211,4521.49,Low Profile
13050.0,14,403,5836.86,Low Profile
12709.0,14,207,9706.52,Low Profile
16779.0,1,331,10611.72,Low Profile
13599.0,0,246,5149.92,Low Profile
18077.0,7,223,2584.41,Low Profile
15750.0,2,291,2463.05,Low Profile
13842.0,58,206,3385.62,Medium Profile
17706.0,3,382,10504.49,Low Profile
16081.0,55,223,2799.42,Medium Profile
17975.0,14,293,4483.26,Low Profile
16558.0,0,460,8338.49,Low Profile
15021.0,8,444,1871.77,Low Profile
15529.0,22,662,3962.6,Low Profile
15498.0,2,512,13316.4,Low Profile
16016.0,2,224,1465.51,Medium Profile
14051.0,0,210,15610.39,Low Profile
16713.0,18,619,6910.78,Low Profile
13113.0,0,201,12245.96,Low Profile
12766.0,3,310,6989.63,Low Profile
15298.0,1,192,4799.9,Low Profile
17894.0,71,192,1118.96,Medium Profile
17340.0,29,407,12353.29,Low Profile
14030.0,17,242,2358.84,Low Profile
16700.0,8,308,5076.55,Low Profile
16011.0,7,210,3352.96,Low Profile
16717.0,23,198,3843.08,Low Profile
15358.0,4,551,8347.2,Low Profile
13319.0,4,476,10845.55,Low Profile
12481.0,22,216,5579.82,Low Profile
12621.0,1,467,13689.67,Low Profile
12683.0,3,344,8476.57,Low Profile
15856.0,3,628,16143.64,Low Profile
13102.0,0,304,6424.09,Low Profile
15271.0,6,264,2493.34,Low Profile
16255.0,16,270,2619.91,Low Profile
17097.0,1,211,954.42,Medium Profile
18225.0,2,269,5504.96,Low Profile
17576.0,7,402,3564.83,Low Profile
14713.0,8,338,2662.2,Low Profile
14702.0,0,342,3251.79,Low Profile
13230.0,3,587,2755.63,Low Profile
13969.0,6,619,9024.17,Low Profile
17530.0,0,390,2367.12,Low Profile
15805.0,22,299,5488.18,Low Profile
12471.0,1,459,19788.65,Low Profile
17827.0,4,215,1987.33,Low Profile
16265.0,8,258,5447.0,Low Profile
17790.0,26,189,1964.3,Low Profile
12731.0,23,274,18895.91,Low Profile
14419.0,10,202,1051.79,Medium Profile
18116.0,67,371,1403.11,Medium Profile
13148.0,28,312,3683.26,Low Profile
17865.0,30,370,10526.32,Low Profile
17220.0,23,467,3187.55,Low Profile
16873.0,4,279,7123.62,Low Profile
16923.0,11,626,7069.08,Low Profile
12753.0,22,197,21429.39,Low Profile
17372.0,40,251,1337.18,Medium Profile
13668.0,2,463,6309.83,Low Profile
14684.0,25,390,1201.51,Medium Profile
15547.0,6,695,4910.6,Low Profile
15998.0,36,504,3080.22,Low Profile
15044.0,18,444,7634.73,Low Profile
14505.0,16,785,5859.43,Low Profile
13198.0,9,226,3401.24,Low Profile
12540.0,19,478,13400.24,Low Profile
13209.0,29,321,5891.61,Low Profile
13999.0,9,208,3901.81,Low Profile
14498.0,42,193,1957.32,Low Profile
17338.0,16,721,6493.54,Low Profile
17799.0,21,404,3039.17,Low Profile
17611.0,6,567,3961.12,Low Profile
17231.0,11,531,3124.72,Low Profile
12476.0,15,233,6816.42,Low Profile
15159.0,1,710,18641.01,Low Profile
14525.0,19,282,4215.9,Low Profile
14524.0,31,197,1843.83,Low Profile
14961.0,10,312,7044.68,Low Profile
16458.0,2,202,3482.74,Low Profile
14057.0,23,283,6211.66,Low Profile
13178.0,25,265,5725.47,Low Profile
17404.0,3,198,31906.82,Low Profile
14415.0,0,579,5855.57,Low Profile
16556.0,66,207,3313.79,Medium Profile
13097.0,32,421,6003.22,Low Profile
12867.0,25,534,4009.34,Low Profile
16145.0,8,224,3799.49,Low Profile
17449.0,1,276,2519.21,Low Profile
13458.0,6,382,9646.57,Low Profile
13124.0,89,222,3756.33,Medium Profile
15727.0,16,301,5159.06,Low Profile
15290.0,4,204,7943.22,Low Profile
15615.0,9,423,10399.74,Low Profile
16670.0,16,252,4095.9,Low Profile
16705.0,0,270,14034.99,Low Profile
16746.0,4,444,6680.11,Low Profile
16743.0,28,190,2213.13,Low Profile
14709.0,14,196,4921.04,Low Profile
13534.0,1,296,5870.08,Low Profile
14092.0,7,214,4076.91,Low Profile
14735.0,3,194,6065.69,Low Profile
18223.0,4,272,6484.54,Low Profile
15532.0,24,251,1564.73,Medium Profile
16684.0,3,277,66653.56,Low Profile
16945.0,21,249,4345.5,Low Profile
13004.0,11,404,5655.91,Low Profile
12417.0,2,192,3649.1,Low Profile
17315.0,1,471,6281.23,Low Profile
14146.0,8,210,4191.0,Low Profile
12705.0,14,334,6868.29,Low Profile
16686.0,46,544,2959.88,Low Profile
14099.0,15,250,3104.17,Low Profile
15034.0,15,390,4274.16,Low Profile
17593.0,3,212,3923.86,Low Profile
12957.0,9,238,4017.54,Low Profile
14462.0,65,233,1980.57,Medium Profile
13680.0,0,194,3719.12,Low Profile
14221.0,41,193,3432.8,Low Profile
14653.0,0,234,1926.65,Low Profile
16771.0,32,254,2242.61,Low Profile
15046.0,8,201,5090.42,Low Profile
18226.0,43,242,5228.05,Low Profile
12415.0,23,716,124914.53,Low Profile
17634.0,35,296,2358.59,Low Profile
18283.0,3,721,2045.53,Low Profile
13764.0,70,207,1519.42,Medium Profile
12484.0,32,343,4527.32,Low Profile
17284.0,59,291,1647.48,Medium Profile
15059.0,40,237,1337.72,Medium Profile
16326.0,5,300,3039.2200000000003,Low Profile
14755.0,9,235,5010.28,Low Profile
13451.0,25,433,2898.26,Low Profile
12539.0,21,273,5568.35,Low Profile
17365.0,12,465,4767.36,Low Profile
15189.0,0,212,16225.39,Low Profile
15518.0,63,210,1921.55,Medium Profile
16791.0,28,314,1705.78,Low Profile
16655.0,17,258,3789.52,Low Profile
12359.0,57,245,6310.03,Medium Profile
14587.0,18,371,1580.29,Medium Profile
12437.0,1,200,4951.41,Low Profile
14040.0,40,229,3560.32,Low Profile
17389.0,0,213,31833.68,Low Profile
17364.0,0,406,4462.68,Low Profile
14978.0,71,214,1921.37,Medium Profile
16395.0,60,206,1482.06,Medium Profile
13614.0,23,195,1585.46,Medium Profile
12490.0,4,245,5417.93,Low Profile
12474.0,16,422,7324.09,Low Profile
12553.0,7,191,3692.28,Low Profile
15033.0,4,501,2557.18,Low Profile
14329.0,16,258,4975.24,Low Profile
16401.0,0,186,4098.32,Low Profile
13700.0,25,194,2248.63,Low Profile
13634.0,32,186,1547.36,Medium Profile
18069.0,25,457,2009.24,Low Profile
16843.0,42,378,10196.57,Low Profile
17609.0,40,233,1105.78,Medium Profile
12626.0,22,294,6620.48,Low Profile
13527.0,33,217,2242.36,Low Profile
15296.0,50,194,3672.86,Low Profile
13001.0,3,337,9785.97,Low Profile
17730.0,2,218,5298.4800000000005,Low Profile
12451.0,10,354,9035.52,Low Profile
17602.0,1,551,5054.42,Low Profile
14572.0,2,262,2804.54,Low Profile
12637.0,66,382,6002.9,Medium Profile
14088.0,9,589,50491.81,Low Profile
17769.0,12,304,3957.43,Low Profile
15443.0,1,372,3213.59,Low Profile
13742.0,16,313,3107.87,Low Profile
17673.0,1,218,1594.97,Medium Profile
17861.0,2,219,2097.88,Low Profile
14534.0,2,508,4397.3,Low Profile
12744.0,51,222,21279.29,Medium Profile
16133.0,3,339,14589.04,Low Profile
14049.0,16,478,5578.72,Low Profile
13098.0,0,572,28882.44,Low Profile
16409.0,35,231,2022.98,Low Profile
15910.0,0,266,1228.88,Medium Profile
14701.0,10,327,2526.09,Low Profile
16767.0,30,221,5575.56,Low Profile
18125.0,29,192,1131.75,Medium Profile
16523.0,1,290,9418.47,Low Profile
14659.0,8,253,2529.93,Low Profile
13709.0,3,335,6307.650000000001,Low Profile
17463.0,15,208,1875.86,Low Profile
14502.0,19,608,2429.83,Low Profile
14426.0,23,224,4481.67,Low Profile
18145.0,12,221,2861.55,Low Profile
15144.0,7,217,6580.44,Low Profile
15058.0,24,266,2102.54,Low Profile
16745.0,86,355,7180.7,Medium Profile
16110.0,44,342,1320.95,Medium Profile
14044.0,26,206,646.42,Low Profile
13871.0,22,336,6403.25,Low Profile
16938.0,8,235,2711.6800000000003,Low Profile
13137.0,10,687,3603.29,Low Profile
14194.0,4,579,11349.52,Low Profile
14410.0,91,190,1100.27,Medium Profile
17613.0,22,306,4544.55,Low Profile
13334.0,81,265,3502.32,Medium Profile
14562.0,3,419,5006.77,Low Profile
17686.0,6,286,5739.46,Low Profile
15114.0,29,197,2760.56,Low Profile
12477.0,22,300,13219.74,Low Profile
17571.0,49,271,1425.67,Medium Profile
17348.0,14,213,1156.6,Medium Profile
14530.0,25,213,2862.11,Low Profile
12362.0,2,266,5226.23,Low Profile
13018.0,15,458,7277.7,Low Profile
15382.0,14,302,5955.71,Low Profile
12714.0,8,259,4708.86,Low Profile
16115.0,9,279,1660.88,Low Profile
17323.0,14,195,906.52,Medium Profile
14895.0,7,498,11138.71,Low Profile
13285.0,22,187,2709.12,Low Profile
18172.0,14,189,7561.68,Low Profile
16940.0,51,305,3049.88,Medium Profile
17139.0,15,477,10650.77,Low Profile
16592.0,3,216,4113.68,Low Profile
13610.0,11,215,1082.33,Medium Profile
16187.0,31,295,6911.4400000000005,Low Profile
12428.0,25,294,7956.46,Low Profile
15676.0,18,202,3435.76,Low Profile
15416.0,64,192,3984.32,Medium Profile
15622.0,42,185,3709.56,Low Profile
17426.0,7,271,5037.26,Low Profile
17416.0,29,269,6893.42,Low Profile
17652.0,24,259,4867.72,Low Profile
14903.0,20,350,2795.33,Low Profile
14499.0,25,190,808.44,Medium Profile
15572.0,4,212,2533.42,Low Profile
17107.0,32,416,10797.48,Low Profile
16242.0,7,292,3579.86,Low Profile
15834.0,69,269,2225.15,Medium Profile
13975.0,30,329,2461.24,Low Profile
14730.0,0,462,1897.57,Low Profile
14367.0,7,521,9227.82,Low Profile
16712.0,8,438,3611.31,Low Profile
16426.0,1,353,1863.76,Low Profile
17049.0,2,317,5655.03,Low Profile
14936.0,33,364,8137.02,Low Profile
14291.0,1,237,3883.25,Low Profile
15493.0,32,289,1953.41,Low Profile
16005.0,11,201,578.71,Low Profile
15150.0,16,341,5291.33,Low Profile
12597.0,18,206,3811.22,Low Profile
17716.0,22,245,5655.99,Low Profile
13268.0,17,433,3174.75,Low Profile
14422.0,0,222,4263.64,Low Profile
17725.0,15,192,3439.08,Low Profile
15861.0,11,540,3146.92,Low Profile
14071.0,3,323,1437.57,Medium Profile
16728.0,45,263,1048.28,Medium Profile
13985.0,3,351,7060.13,Low Profile
14711.0,9,345,2839.62,Low Profile
13736.0,4,190,729.8,Medium Profile
17625.0,17,306,2020.4,Low Profile
13266.0,10,187,3834.26,Low Profile
15249.0,31,350,6688.46,Low Profile
17719.0,37,274,5396.04,Low Profile
15521.0,39,185,3000.2,Low Profile
13988.0,19,234,4147.96,Low Profile
16657.0,9,192,874.43,Medium Profile
13571.0,12,340,2088.94,Low Profile
16609.0,14,276,5493.46,Low Profile
12949.0,30,215,4167.22,Low Profile
12569.0,1,188,4124.69,Low Profile
17758.0,18,404,3408.2000000000003,Low Profile
15756.0,60,191,528.01,Medium Profile
14719.0,1,235,1581.84,Medium Profile
14546.0,4,397,2573.93,Low Profile
14535.0,59,328,2854.84,Medium Profile
14446.0,0,277,1010.35,Medium Profile
13232.0,12,202,1328.35,Medium Profile
14286.0,23,280,4628.75,Low Profile
17160.0,30,229,3518.03,Low Profile
16729.0,37,656,7205.33,Low Profile
17589.0,59,253,2404.17,Medium Profile
16348.0,31,222,1415.65,Medium Profile
13735.0,24,195,2883.54,Low Profile
15436.0,11,291,1067.75,Medium Profile
13505.0,72,215,4393.63,Medium Profile
16942.0,12,277,1904.99,Low Profile
16370.0,81,221,1301.91,Medium Profile
14191.0,1,259,4684.76,Low Profile
16121.0,56,204,854.66,Medium Profile
16007.0,47,381,1693.81,Low Profile
12700.0,7,268,4939.99,Low Profile
16440.0,7,282,3640.67,Low Profile
12749.0,3,199,4090.88,Low Profile
14277.0,14,222,4188.0,Low Profile
14649.0,4,186,1402.59,Medium Profile
12757.0,15,364,7834.650000000001,Low Profile
15907.0,3,226,882.72,Medium Profile
14583.0,5,302,986.96,Medium Profile
16818.0,10,189,3349.57,Low Profile
16813.0,7,426,1652.18,Medium Profile
15804.0,0,263,4206.39,Low Profile
18204.0,70,192,1975.35,Medium Profile
12517.0,27,279,2481.6,Low Profile
15453.0,1,279,1371.77,Medium Profile
15152.0,9,271,4745.69,Low Profile
12449.0,21,191,4067.29,Low Profile
17015.0,28,214,1838.61,Low Profile
14132.0,1,200,3586.03,Low Profile
14963.0,9,192,1472.34,Medium Profile
14178.0,8,318,1600.26,Medium Profile
14704.0,10,393,1493.96,Medium Profile
16794.0,0,278,1196.5,Medium Profile
17651.0,11,232,3945.0,Low Profile
16744.0,10,236,1291.91,Medium Profile
14808.0,39,231,2718.6,Low Profile
17750.0,4,184,1710.45,Low Profile
18122.0,7,357,1793.06,Low Profile
16474.0,6,337,1810.65,Low Profile
16764.0,3,700,2790.9500000000003,Low Profile
16464.0,19,230,1298.66,Medium Profile
12627.0,10,230,4478.53,Low Profile
16984.0,87,400,4459.52,Medium Profile
15786.0,45,266,4919.0,Low Profile
15701.0,1,230,1529.0,Medium Profile
14529.0,59,213,578.61,Medium Profile
17777.0,24,190,647.56,Low Profile
16910.0,3,545,1508.96,Medium Profile
14432.0,9,377,2248.5,Low Profile
16360.0,4,636,3450.41,Low Profile
15707.0,34,205,916.98,Medium Profile
15484.0,0,187,3590.41,Low Profile
16049.0,39,299,1074.81,Medium Profile
17528.0,0,253,3628.5,Low Profile
17813.0,13,348,1698.07,Low Profile
18096.0,11,196,849.06,Medium Profile
12856.0,7,311,2170.78,Low Profile
17509.0,57,364,6083.64,Medium Profile
13755.0,3,321,2108.06,Low Profile
15787.0,25,200,933.26,Medium Profile
12536.0,42,261,12601.830000000002,Low Profile
14547.0,3,355,3974.75,Low Profile
14554.0,9,203,2279.49,Low Profile
14698.0,1,200,1217.27,Medium Profile
13471.0,0,254,2501.84,Low Profile
15427.0,32,292,1430.54,Medium Profile
15993.0,8,543,2777.67,Low Profile
17590.0,1,196,1468.02,Medium Profile
15444.0,8,214,1411.21,Medium Profile
15531.0,7,219,1972.39,Low Profile
13521.0,0,418,1071.73,Medium Profile
14573.0,179,227,1639.82,Medium Profile
16919.0,155,326,2592.25,High Profile
16550.0,108,251,2298.97,Medium Profile
17126.0,151,248,989.45,Medium Profile
17085.0,122,186,1562.4,Medium Profile
15379.0,168,194,3703.29,High Profile
13869.0,122,304,3083.65,Medium Profile
14472.0,103,265,1852.67,Medium Profile
17400.0,125,206,2097.84,Medium Profile
17585.0,108,208,1116.68,Medium Profile
17337.0,150,521,1981.06,High Profile
17050.0,95,308,3185.64,Medium Profile
15644.0,165,232,803.54,Medium Profile
12378.0,129,219,4008.62,Medium Profile
15100.0,333,3,876.0,Medium Profile
18074.0,373,13,489.6,Low Profile
16250.0,260,24,389.44,Low Profile
13747.0,373,1,79.6,Low Profile
12791.0,373,2,192.6,Low Profile
17908.0,373,54,232.03,Medium Profile
16583.0,373,14,233.45,Low Profile
18085.0,329,29,689.95,Medium Profile
17968.0,373,81,265.1,Medium Profile
16552.0,242,17,379.73,Low Profile
14729.0,373,71,313.49,Medium Profile
14237.0,372,9,161.0,Low Profile
15350.0,372,5,115.65,Low Profile
15922.0,372,11,369.5,Low Profile
15165.0,372,27,487.75,Low Profile
17643.0,372,8,101.55,Low Profile
13093.0,275,159,7832.47,High Profile
16048.0,372,8,256.44,Low Profile
16274.0,372,65,351.75,Medium Profile
14496.0,311,19,538.8100000000001,Low Profile
14142.0,372,22,311.81,Low Profile
13065.0,372,14,205.86,Low Profile
18011.0,372,28,102.79,Low Profile
13715.0,280,104,1077.39,Medium Profile
17732.0,372,18,303.97,Low Profile
12855.0,372,3,38.1,Low Profile
17855.0,372,17,208.97,Low Profile
17925.0,372,1,244.08,Low Profile
13108.0,372,10,350.06,Low Profile
15070.0,372,1,106.2,Low Profile
16546.0,290,25,787.15,Medium Profile
15923.0,372,21,127.08,Low Profile
16752.0,372,9,207.5,Low Profile
15363.0,372,16,326.0,Low Profile
16510.0,371,13,248.1,Low Profile
15107.0,310,17,319.5,Low Profile
17976.0,371,57,321.79,Medium Profile
16781.0,371,17,311.25,Low Profile
15823.0,371,1,15.0,Low Profile
13011.0,371,3,50.55,Low Profile
16754.0,371,2,2002.4,Low Profile
14576.0,371,1,35.400000000000006,Low Profile
12738.0,371,11,155.35,Low Profile
12967.0,357,19,1660.9,Low Profile
12686.0,371,7,89.14,Low Profile
13370.0,371,39,754.87,Medium Profile
17967.0,371,42,112.27,Medium Profile
14589.0,371,3,39.75,Low Profile
16926.0,370,14,230.25,Low Profile
12793.0,334,24,545.48,Low Profile
12725.0,370,24,427.8,Low Profile
16725.0,301,145,758.27,Medium Profile
14813.0,369,29,152.88,Low Profile
17062.0,313,69,533.33,Medium Profile
15332.0,365,35,1661.06,Low Profile
13506.0,315,26,458.52,Low Profile
15880.0,368,96,329.03000000000003,Medium Profile
16718.0,368,44,606.0500000000001,Medium Profile
16402.0,264,57,293.45,Medium Profile
15894.0,252,37,258.25,Low Profile
14081.0,301,150,921.62,Medium Profile
16858.0,368,10,375.69000000000005,Low Profile
15899.0,368,4,56.25,Low Profile
17691.0,357,19,290.40000000000003,Low Profile
13497.0,282,19,348.05,Low Profile
18113.0,368,1,76.32000000000001,Low Profile
17860.0,368,52,226.45,Medium Profile
16658.0,367,8,123.24,Low Profile
17223.0,309,48,416.89,Medium Profile
13963.0,307,35,664.54,Low Profile
15649.0,335,2,816.0,Medium Profile
14176.0,296,31,576.9000000000001,Low Profile
15353.0,254,61,770.12,Medium Profile
18119.0,367,29,180.7,Low Profile
13786.0,366,7,230.4,Low Profile
15180.0,366,6,87.5,Low Profile
13807.0,366,7,112.6,Low Profile
16125.0,366,13,289.35,Low Profile
14821.0,366,2,48.8,Low Profile
12386.0,337,10,401.9,Low Profile
17406.0,332,111,2184.42,High Profile
12441.0,366,11,173.55,Low Profile
15973.0,366,4,307.82000000000005,Low Profile
16893.0,366,45,145.93,Medium Profile
15032.0,255,52,4959.1,Medium Profile
15221.0,365,5,403.25,Low Profile
16679.0,365,3,129.75,Low Profile
18269.0,365,7,168.6,Low Profile
13649.0,256,23,346.6,Low Profile
13270.0,365,1,590.0,Low Profile
15347.0,365,5,201.6,Low Profile
14437.0,365,5,63.0,Low Profile
18071.0,257,25,453.0,Low Profile
12755.0,280,4,3811.95,Low Profile
12797.0,365,13,254.03,Low Profile
13369.0,365,14,308.28000000000003,Low Profile
14932.0,365,17,363.53,Low Profile
14355.0,365,11,174.4,Low Profile
14479.0,253,18,316.25,Low Profile
16065.0,364,73,367.14,Medium Profile
15945.0,364,2,181.0,Low Profile
17978.0,364,12,300.92,Low Profile
16795.0,364,66,414.88,Medium Profile
12872.0,326,66,599.97,Medium Profile
17456.0,364,17,249.86,Low Profile
16163.0,231,6,856.6,Medium Profile
17880.0,364,26,458.92,Low Profile
16499.0,359,19,365.45,Low Profile
14082.0,364,29,182.25,Low Profile
17912.0,309,37,310.06,Low Profile
15723.0,364,38,190.7,Low Profile
14256.0,259,53,969.06,Medium Profile
15881.0,311,29,501.39,Low Profile
12785.0,363,14,311.95,Low Profile
16727.0,363,44,256.32,Medium Profile
16565.0,363,3,173.7,Low Profile
15503.0,362,66,141.04,Medium Profile
17251.0,362,37,269.83,Low Profile
16010.0,245,79,392.4,Medium Profile
15224.0,357,14,322.08,Low Profile
14413.0,361,22,121.05,Low Profile
18004.0,361,37,157.92,Low Profile
16665.0,361,9,135.39999999999998,Low Profile
15454.0,361,25,179.1,Low Profile
15361.0,361,7,418.92,Low Profile
17990.0,236,29,630.84,Low Profile
17303.0,360,53,250.04,Medium Profile
17524.0,360,6,145.0,Low Profile
17890.0,322,91,586.89,Medium Profile
15777.0,240,21,1047.11,Medium Profile
13948.0,360,3,102.0,Low Profile
16202.0,360,18,365.27,Low Profile
17194.0,273,29,262.62,Low Profile
16812.0,360,15,479.35,Low Profile
12829.0,336,11,293.0,Low Profile
13295.0,359,10,201.2,Low Profile
17230.0,263,69,3638.41,Medium Profile
17525.0,359,9,422.7000000000001,Low Profile
13221.0,239,66,847.41,Medium Profile
17551.0,358,39,290.34,Low Profile
18050.0,358,5,74.4,Low Profile
15456.0,282,58,434.59,Medium Profile
17752.0,358,1,80.64,Low Profile
17496.0,358,10,271.05,Low Profile
15246.0,237,33,514.15,Low Profile
16037.0,269,39,855.02,Medium Profile
15789.0,357,25,351.3,Low Profile
17580.0,252,45,215.72,Medium Profile
14373.0,357,4,76.55,Low Profile
18176.0,357,30,476.35,Low Profile
14220.0,246,21,632.4,Low Profile
13874.0,357,18,540.45,Low Profile
17392.0,306,56,417.27,Medium Profile
12551.0,357,10,168.0,Low Profile
15204.0,356,9,316.58,Low Profile
15160.0,356,4,158.16,Low Profile
13033.0,356,11,190.55,Low Profile
17358.0,302,58,360.81,Medium Profile
17343.0,354,17,193.64,Low Profile
12377.0,314,77,1628.12,Medium Profile
15279.0,354,19,290.51,Low Profile
15460.0,353,56,214.26,Medium Profile
16270.0,352,54,1141.24,Medium Profile
12515.0,352,16,383.7,Low Profile
12734.0,352,4,110.4,Low Profile
14532.0,235,64,932.85,Medium Profile
15562.0,351,1,134.55,Low Profile
13922.0,351,7,172.25,Low Profile
12585.0,233,87,2040.1,Medium Profile
13304.0,350,21,300.42,Low Profile
16282.0,339,11,168.3,Low Profile
15661.0,316,5,309.8,Low Profile
15266.0,337,6,119.3,Low Profile
15464.0,337,155,1044.65,Medium Profile
13368.0,256,29,623.4,Low Profile
12735.0,314,43,779.5699999999999,Medium Profile
13187.0,336,37,236.02,Low Profile
12501.0,336,149,2169.39,High Profile
15607.0,336,13,104.76,Low Profile
15139.0,239,13,178.96,Low Profile
12489.0,335,15,334.93,Low Profile
14889.0,335,10,135.9,Low Profile
14672.0,234,61,765.55,Medium Profile
17128.0,334,14,157.09,Low Profile
12651.0,334,9,114.0,Low Profile
18032.0,333,5,73.5,Low Profile
16850.0,333,19,332.41,Low Profile
15326.0,333,29,311.71,Low Profile
12736.0,332,4,234.0,Low Profile
16351.0,332,8,153.9,Low Profile
13144.0,332,3,110.95,Low Profile
15346.0,332,17,252.42,Low Profile
14669.0,241,166,1259.24,Medium Profile
18095.0,312,21,580.0500000000001,Low Profile
15749.0,234,10,44534.3,Low Profile
13672.0,300,6,186.39,Low Profile
17569.0,331,29,344.14,Low Profile
14270.0,331,29,492.65,Low Profile
14185.0,330,3,197.65,Low Profile
12652.0,330,48,919.98,Medium Profile
15171.0,330,5,1289.5,Medium Profile
13284.0,330,13,201.19,Low Profile
14114.0,273,15,386.53,Low Profile
15447.0,330,9,155.17,Low Profile
16315.0,330,14,226.37,Low Profile
15510.0,330,1,250.0,Low Profile
12672.0,329,10,225.9,Low Profile
13385.0,329,35,534.57,Low Profile
15213.0,318,24,328.35,Low Profile
18106.0,329,37,421.9,Low Profile
15316.0,326,1,165.0,Low Profile
14238.0,325,8,146.85,Low Profile
13859.0,325,28,201.16,Low Profile
18212.0,325,34,216.07,Low Profile
18233.0,325,1,440.0,Low Profile
14242.0,234,16,280.55,Low Profile
13898.0,325,12,155.93,Low Profile
